anno,trappola,habitat,specie,n_sp,,,,,,,,
2021,castagneto_vecchio_3,castagneto,carabus_glabratus_latior,0,,,,,,,,
2021,castagneto_vecchio_3,castagneto,cymindis_cingulata,1,,,,,,,,
2021,castagneto_vecchio_3,castagneto,carabus_intricatus,1,,,,,,,,
2021,castagneto_vecchio_3,castagneto,carabus_ granulatus_interstitialis,0,,,,,,,,
2021,castagneto_vecchio_3,castagneto,pseudoophonus_griseus,0,,,,,,,,
2021,castagneto_vecchio_3,castagneto,amara_convexior,0,,,,,,,,
2021,castagneto_vecchio_3,castagneto,harpalus_tardus,0,,,,,,,,
2021,castagneto_vecchio_3,castagneto,harpalus_rufipalpis_rufipalpis,0,,,,,,,,
2021,castagneto_vecchio_3,castagneto,harpalus_harpalus_marginellus,0,,,,,,,,
2021,castagneto_vecchio_3,castagneto,synthomus_truncatellus,0,,,,,,,,
2021,castagneto_vecchio_3,castagneto,metallina_lampros,0,,,,,,,,
2021,castagneto_vecchio_3,castagneto,calathus_rubripes,0,,,,,,,,
2021,castagneto_vecchio_3,castagneto,calosoma_sycophanta,0,,,,,,,,
2021,castagneto_vecchio_3,castagneto,abax_baenningeri,0,,,,,,,,
2021,castagneto_vecchio_3,castagneto,carabus_germarii_fiorii,0,,,,,,,,
2021,castagneto_vecchio_3,castagneto,parophonus_parophonus_maculicornis,0,,,,,,,,
2021,castagneto_vecchio_4,castagneto,calathus_fuscipes_graecus,1,,,,,,,,
2021,castagneto_vecchio_4,castagneto,carabus_problematicus_problematicus,6,,,,,,,,
2021,castagneto_vecchio_4,castagneto,carabus_ convexus_convexus,3,,,,,,,,
2021,castagneto_vecchio_4,castagneto,abax_contractus,5,,,,,,,,
2021,castagneto_vecchio_4,castagneto,cychrus_italicus,0,,,,,,,,
2021,castagneto_vecchio_4,castagneto,harpalus_atratus,0,,,,,,,,
2021,castagneto_vecchio_4,castagneto,pseudoophonus_rufipes,2,,,,,,,,
2021,castagneto_vecchio_4,castagneto,pterostichus_micans,6,,,,,,,,
2021,castagneto_vecchio_4,castagneto,carabus_glabratus_latior,0,,,,,,,,
2021,castagneto_vecchio_4,castagneto,cymindis_cingulata,0,,,,,,,,
2021,castagneto_vecchio_4,castagneto,carabus_intricatus,0,,,,,,,,
2021,castagneto_vecchio_4,castagneto,carabus_ granulatus_interstitialis,0,,,,,,,,
2021,castagneto_vecchio_4,castagneto,pseudoophonus_griseus,0,,,,,,,,
2021,castagneto_vecchio_4,castagneto,amara_convexior,0,,,,,,,,
2021,castagneto_vecchio_4,castagneto,harpalus_tardus,0,,,,,,,,
2021,castagneto_vecchio_4,castagneto,harpalus_rufipalpis_rufipalpis,0,,,,,,,,
2021,castagneto_vecchio_4,castagneto,harpalus_harpalus_marginellus,0,,,,,,,,
2021,castagneto_vecchio_4,castagneto,synthomus_truncatellus,0,,,,,,,,
2021,castagneto_vecchio_4,castagneto,metallina_lampros,0,,,,,,,,
2021,castagneto_vecchio_4,castagneto,calathus_rubripes,0,,,,,,,,
2021,castagneto_vecchio_4,castagneto,calosoma_sycophanta,3,,,,,,,,
2021,castagneto_vecchio_4,castagneto,abax_baenningeri,0,,,,,,,,
2021,castagneto_vecchio_4,castagneto,carabus_germarii_fiorii,0,,,,,,,,
2021,castagneto_vecchio_4,castagneto,parophonus_parophonus_maculicornis,0,,,,,,,,
2021,castagneto_vecchio_5,castagneto,calathus_fuscipes_graecus,1,,,,,,,,
2021,castagneto_vecchio_5,castagneto,carabus_problematicus_problematicus,3,,,,,,,,
2021,castagneto_vecchio_5,castagneto,carabus_ convexus_convexus,6,,,,,,,,
2021,castagneto_vecchio_5,castagneto,abax_contractus,2,,,,,,,,
2021,castagneto_vecchio_5,castagneto,cychrus_italicus,0,,,,,,,,
2021,castagneto_vecchio_5,castagneto,harpalus_atratus,0,,,,,,,,
2021,castagneto_vecchio_5,castagneto,pseudoophonus_rufipes,1,,,,,,,,
2021,castagneto_vecchio_5,castagneto,pterostichus_micans,11,,,,,,,,
2021,castagneto_vecchio_5,castagneto,carabus_glabratus_latior,1,,,,,,,,
2021,castagneto_vecchio_5,castagneto,cymindis_cingulata,0,,,,,,,,
2021,castagneto_vecchio_5,castagneto,carabus_intricatus,0,,,,,,,,
2021,castagneto_vecchio_5,castagneto,carabus_ granulatus_interstitialis,0,,,,,,,,
2021,castagneto_vecchio_5,castagneto,pseudoophonus_griseus,0,,,,,,,,
2021,castagneto_vecchio_5,castagneto,amara_convexior,0,,,,,,,,
2021,castagneto_vecchio_5,castagneto,harpalus_tardus,0,,,,,,,,
2021,castagneto_vecchio_5,castagneto,harpalus_rufipalpis_rufipalpis,0,,,,,,,,
2021,castagneto_vecchio_5,castagneto,harpalus_harpalus_marginellus,0,,,,,,,,
2021,castagneto_vecchio_5,castagneto,synthomus_truncatellus,0,,,,,,,,
2021,castagneto_vecchio_5,castagneto,metallina_lampros,0,,,,,,,,
2021,castagneto_vecchio_5,castagneto,calathus_rubripes,0,,,,,,,,
2021,castagneto_vecchio_5,castagneto,calosoma_sycophanta,0,,,,,,,,
2021,castagneto_vecchio_5,castagneto,abax_baenningeri,0,,,,,,,,
2021,castagneto_vecchio_5,castagneto,carabus_germarii_fiorii,0,,,,,,,,
2021,castagneto_vecchio_5,castagneto,parophonus_parophonus_maculicornis,0,,,,,,,,
2021,castagneto_vecchio_6,castagneto,calathus_fuscipes_graecus,0,,,,,,,,
2021,castagneto_vecchio_6,castagneto,carabus_problematicus_problematicus,14,,,,,,,,
2021,castagneto_vecchio_6,castagneto,carabus_ convexus_convexus,8,,,,,,,,
2021,castagneto_vecchio_6,castagneto,abax_contractus,2,,,,,,,,
2021,castagneto_vecchio_6,castagneto,cychrus_italicus,0,,,,,,,,
2021,castagneto_vecchio_6,castagneto,harpalus_atratus,0,,,,,,,,
2021,castagneto_vecchio_6,castagneto,pseudoophonus_rufipes,0,,,,,,,,
2021,castagneto_vecchio_6,castagneto,pterostichus_micans,1,,,,,,,,
2021,castagneto_vecchio_6,castagneto,carabus_glabratus_latior,1,,,,,,,,
2021,castagneto_vecchio_6,castagneto,cymindis_cingulata,0,,,,,,,,
2021,castagneto_vecchio_6,castagneto,carabus_intricatus,0,,,,,,,,
2021,castagneto_vecchio_6,castagneto,carabus_ granulatus_interstitialis,0,,,,,,,,
2021,castagneto_vecchio_6,castagneto,pseudoophonus_griseus,0,,,,,,,,
2021,castagneto_vecchio_6,castagneto,amara_convexior,0,,,,,,,,
2021,castagneto_vecchio_6,castagneto,harpalus_tardus,0,,,,,,,,
2021,castagneto_vecchio_6,castagneto,harpalus_rufipalpis_rufipalpis,0,,,,,,,,
2021,castagneto_vecchio_6,castagneto,harpalus_harpalus_marginellus,0,,,,,,,,
2021,castagneto_vecchio_6,castagneto,synthomus_truncatellus,0,,,,,,,,
2021,castagneto_vecchio_6,castagneto,metallina_lampros,0,,,,,,,,
2021,castagneto_vecchio_6,castagneto,calathus_rubripes,0,,,,,,,,
2021,castagneto_vecchio_6,castagneto,calosoma_sycophanta,0,,,,,,,,
2021,castagneto_vecchio_6,castagneto,abax_baenningeri,0,,,,,,,,
2021,castagneto_vecchio_6,castagneto,carabus_germarii_fiorii,0,,,,,,,,
2021,castagneto_vecchio_6,castagneto,parophonus_parophonus_maculicornis,0,,,,,,,,
2021,castagneto_vecchio_7,castagneto,calathus_fuscipes_graecus,4,,,,,,,,
2021,castagneto_vecchio_7,castagneto,carabus_problematicus_problematicus,4,,,,,,,,
2021,castagneto_vecchio_7,castagneto,carabus_ convexus_convexus,2,,,,,,,,
2021,castagneto_vecchio_7,castagneto,abax_contractus,0,,,,,,,,
2021,castagneto_vecchio_7,castagneto,cychrus_italicus,0,,,,,,,,
2021,castagneto_vecchio_7,castagneto,harpalus_atratus,0,,,,,,,,
2021,castagneto_vecchio_7,castagneto,pseudoophonus_rufipes,8,,,,,,,, 
2021,castagneto_vecchio_7,castagneto,pterostichus_micans,0,,,,,,,,
2021,castagneto_vecchio_7,castagneto,carabus_glabratus_latior,3,,,,,,,,
2021,castagneto_vecchio_7,castagneto,cymindis_cingulata,0,,,,,,,,
2021,castagneto_vecchio_7,castagneto,carabus_intricatus,0,,,,,,,,
2021,castagneto_vecchio_7,castagneto,carabus_ granulatus_interstitialis,0,,,,,,,,
2021,castagneto_vecchio_7,castagneto,pseudoophonus_griseus,0,,,,,,,,
2021,castagneto_vecchio_7,castagneto,amara_convexior,0,,,,,,,,
2021,castagneto_vecchio_7,castagneto,harpalus_tardus,0,,,,,,,,
2021,castagneto_vecchio_7,castagneto,harpalus_rufipalpis_rufipalpis,0,,,,,,,,
2021,castagneto_vecchio_7,castagneto,harpalus_harpalus_marginellus,0,,,,,,,,
2021,castagneto_vecchio_7,castagneto,synthomus_truncatellus,0,,,,,,,,
2021,castagneto_vecchio_7,castagneto,metallina_lampros,0,,,,,,,,
2021,castagneto_vecchio_7,castagneto,calathus_rubripes,0,,,,,,,,
2021,castagneto_vecchio_7,castagneto,calosoma_sycophanta,0,,,,,,,,
2021,castagneto_vecchio_7,castagneto,abax_baenningeri,0,,,,,,,,
2021,castagneto_vecchio_7,castagneto,carabus_germarii_fiorii,0,,,,,,,,
2021,castagneto_vecchio_7,castagneto,parophonus_parophonus_maculicornis,0,,,,,,,,
2021,castagneto_vecchio_8,castagneto,calathus_fuscipes_graecus,0,,,,,,,,
2021,castagneto_vecchio_8,castagneto,carabus_problematicus_problematicus,1,,,,,,,,
2021,castagneto_vecchio_8,castagneto,carabus_ convexus_convexus,0,,,,,,,,
2021,castagneto_vecchio_8,castagneto,abax_contractus,0,,,,,,,,
2021,castagneto_vecchio_8,castagneto,cychrus_italicus,0,,,,,,,,
2021,castagneto_vecchio_8,castagneto,harpalus_atratus,0,,,,,,,,
2021,castagneto_vecchio_8,castagneto,pseudoophonus_rufipes,1,,,,,,,,
2021,castagneto_vecchio_8,castagneto,pterostichus_micans,0,,,,,,,,
2021,castagneto_vecchio_8,castagneto,carabus_glabratus_latior,0,,,,,,,,
2021,castagneto_vecchio_8,castagneto,cymindis_cingulata,0,,,,,,,,
2021,castagneto_vecchio_8,castagneto,carabus_intricatus,1,,,,,,,,
2021,castagneto_vecchio_8,castagneto,carabus_ granulatus_interstitialis,0,,,,,,,,
2021,castagneto_vecchio_8,castagneto,pseudoophonus_griseus,0,,,,,,,,
2021,castagneto_vecchio_8,castagneto,amara_convexior,0,,,,,,,,
2021,castagneto_vecchio_8,castagneto,harpalus_tardus,0,,,,,,,,
2021,castagneto_vecchio_8,castagneto,harpalus_rufipalpis_rufipalpis,0,,,,,,,,
2021,castagneto_vecchio_8,castagneto,harpalus_harpalus_marginellus,0,,,,,,,,
2021,castagneto_vecchio_8,castagneto,synthomus_truncatellus,0,,,,,,,,
2021,castagneto_vecchio_8,castagneto,metallina_lampros,0,,,,,,,,
2021,castagneto_vecchio_8,castagneto,calathus_rubripes,0,,,,,,,,
2021,castagneto_vecchio_8,castagneto,calosoma_sycophanta,0,,,,,,,,
2021,castagneto_vecchio_8,castagneto,abax_baenningeri,0,,,,,,,,
2021,castagneto_vecchio_8,castagneto,carabus_germarii_fiorii,0,,,,,,,,
2021,castagneto_vecchio_8,castagneto,parophonus_parophonus_maculicornis,0,,,,,,,,
2021,castagneto_vecchio_9,castagneto,calathus_fuscipes_graecus,2,,,,,,,,
2021,castagneto_vecchio_9,castagneto,carabus_problematicus_problematicus,1,,,,,,,,
2021,castagneto_vecchio_9,castagneto,carabus_ convexus_convexus,0,,,,,,,,
2021,castagneto_vecchio_9,castagneto,abax_contractus,2,,,,,,,,
2021,castagneto_vecchio_9,castagneto,cychrus_italicus,0,,,,,,,,
2021,castagneto_vecchio_9,castagneto,harpalus_atratus,0,,,,,,,,
2021,castagneto_vecchio_9,castagneto,pseudoophonus_rufipes,8,,,,,,,,
2021,castagneto_vecchio_9,castagneto,pterostichus_micans,0,,,,,,,,
2021,castagneto_vecchio_9,castagneto,carabus_glabratus_latior,1,,,,,,,,
2021,castagneto_vecchio_9,castagneto,cymindis_cingulata,0,,,,,,,,
2021,castagneto_vecchio_9,castagneto,carabus_intricatus,0,,,,,,,,
2021,castagneto_vecchio_9,castagneto,carabus_ granulatus_interstitialis,2,,,,,,,,
2021,castagneto_vecchio_9,castagneto,pseudoophonus_griseus,2,,,,,,,,
2021,castagneto_vecchio_9,castagneto,amara_convexior,0,,,,,,,,
2021,castagneto_vecchio_9,castagneto,harpalus_tardus,0,,,,,,,,
2021,castagneto_vecchio_9,castagneto,harpalus_rufipalpis_rufipalpis,0,,,,,,,,
2021,castagneto_vecchio_9,castagneto,harpalus_harpalus_marginellus,0,,,,,,,,
2021,castagneto_vecchio_9,castagneto,synthomus_truncatellus,0,,,,,,,,
2021,castagneto_vecchio_9,castagneto,metallina_lampros,0,,,,,,,,
2021,castagneto_vecchio_9,castagneto,calathus_rubripes,0,,,,,,,,
2021,castagneto_vecchio_9,castagneto,calosoma_sycophanta,0,,,,,,,,
2021,castagneto_vecchio_9,castagneto,abax_baenningeri,0,,,,,,,,
2021,castagneto_vecchio_9,castagneto,carabus_germarii_fiorii,0,,,,,,,,
2021,castagneto_vecchio_9,castagneto,parophonus_parophonus_maculicornis,0,,,,,,,,
2021,castagneto_vecchio_10,castagneto,calathus_fuscipes_graecus,0,,,,,,,,
2021,castagneto_vecchio_10,castagneto,carabus_problematicus_problematicus,0,,,,,,,,
2021,castagneto_vecchio_10,castagneto,carabus_ convexus_convexus,0,,,,,,,,
2021,castagneto_vecchio_10,castagneto,abax_contractus,0,,,,,,,,
2021,castagneto_vecchio_10,castagneto,cychrus_italicus,0,,,,,,,,
2021,castagneto_vecchio_10,castagneto,harpalus_atratus,0,,,,,,,,
2021,castagneto_vecchio_10,castagneto,pseudoophonus_rufipes,0,,,,,,,,
2021,castagneto_vecchio_10,castagneto,pterostichus_micans,0,,,,,,,,
2021,castagneto_vecchio_10,castagneto,carabus_glabratus_latior,0,,,,,,,,
2021,castagneto_vecchio_10,castagneto,cymindis_cingulata,0,,,,,,,,
2021,castagneto_vecchio_10,castagneto,carabus_intricatus,0,,,,,,,,
2021,castagneto_vecchio_10,castagneto,carabus_ granulatus_interstitialis,0,,,,,,,,
2021,castagneto_vecchio_10,castagneto,pseudoophonus_griseus,0,,,,,,,,
2021,castagneto_vecchio_10,castagneto,amara_convexior,0,,,,,,,,
2021,castagneto_vecchio_10,castagneto,harpalus_tardus,0,,,,,,,,
2021,castagneto_vecchio_10,castagneto,harpalus_rufipalpis_rufipalpis,0,,,,,,,,
2021,castagneto_vecchio_10,castagneto,harpalus_harpalus_marginellus,0,,,,,,,,
2021,castagneto_vecchio_10,castagneto,synthomus_truncatellus,0,,,,,,,,
2021,castagneto_vecchio_10,castagneto,metallina_lampros,0,,,,,,,,
2021,castagneto_vecchio_10,castagneto,calathus_rubripes,0,,,,,,,,
2021,castagneto_vecchio_10,castagneto,calosoma_sycophanta,0,,,,,,,,
2021,castagneto_vecchio_10,castagneto,abax_baenningeri,0,,,,,,,,
2021,castagneto_vecchio_10,castagneto,carabus_germarii_fiorii,0,,,,,,,,
2021,castagneto_vecchio_10,castagneto,parophonus_parophonus_maculicornis,0,,,,,,,,
2021,castagneto_vecchio_11,castagneto,calathus_fuscipes_graecus,2,,,,,,,,
2021,castagneto_vecchio_11,castagneto,carabus_problematicus_problematicus,10,,,,,,,,
2021,castagneto_vecchio_11,castagneto,carabus_ convexus_convexus,4,,,,,,,,
2021,castagneto_vecchio_11,castagneto,abax_contractus,3,,,,,,,,
2021,castagneto_vecchio_11,castagneto,cychrus_italicus,0,,,,,,,,
2021,castagneto_vecchio_11,castagneto,harpalus_atratus,0,,,,,,,,
2021,castagneto_vecchio_11,castagneto,pseudoophonus_rufipes,0,,,,,,,,
2021,castagneto_vecchio_11,castagneto,pterostichus_micans,1,,,,,,,,
2021,castagneto_vecchio_11,castagneto,carabus_glabratus_latior,4,,,,,,,,
2021,castagneto_vecchio_11,castagneto,cymindis_cingulata,0,,,,,,,,
2021,castagneto_vecchio_11,castagneto,carabus_intricatus,0,,,,,,,,
2021,castagneto_vecchio_11,castagneto,carabus_ granulatus_interstitialis,0,,,,,,,,
2021,castagneto_vecchio_11,castagneto,pseudoophonus_griseus,0,,,,,,,,
2021,castagneto_vecchio_11,castagneto,amara_convexior,0,,,,,,,, 
2021,castagneto_vecchio_11,castagneto,harpalus_tardus,0,,,,,,,,
2021,castagneto_vecchio_11,castagneto,harpalus_rufipalpis_rufipalpis,0,,,,,,,,
2021,castagneto_vecchio_11,castagneto,harpalus_harpalus_marginellus,0,,,,,,,,
2021,castagneto_vecchio_11,castagneto,synthomus_truncatellus,0,,,,,,,,
2021,castagneto_vecchio_11,castagneto,metallina_lampros,0,,,,,,,,
2021,castagneto_vecchio_11,castagneto,calathus_rubripes,0,,,,,,,,
2021,castagneto_vecchio_11,castagneto,calosoma_sycophanta,2,,,,,,,,
2021,castagneto_vecchio_11,castagneto,abax_baenningeri,0,,,,,,,,
2021,castagneto_vecchio_11,castagneto,carabus_germarii_fiorii,0,,,,,,,,
2021,castagneto_vecchio_11,castagneto,parophonus_parophonus_maculicornis,0,,,,,,,,
2021,castagneto_vecchio_12,castagneto,calathus_fuscipes_graecus,3,,,,,,,,
2021,castagneto_vecchio_12,castagneto,carabus_problematicus_problematicus,0,,,,,,,,
2021,castagneto_vecchio_12,castagneto,carabus_ convexus_convexus,0,,,,,,,,
2021,castagneto_vecchio_12,castagneto,abax_contractus,0,,,,,,,,
2021,castagneto_vecchio_12,castagneto,cychrus_italicus,0,,,,,,,,
2021,castagneto_vecchio_12,castagneto,harpalus_atratus,0,,,,,,,,
2021,castagneto_vecchio_12,castagneto,pseudoophonus_rufipes,0,,,,,,,,
2021,castagneto_vecchio_12,castagneto,pterostichus_micans,0,,,,,,,,
2021,castagneto_vecchio_12,castagneto,carabus_glabratus_latior,0,,,,,,,,
2021,castagneto_vecchio_12,castagneto,cymindis_cingulata,0,,,,,,,,
2021,castagneto_vecchio_12,castagneto,carabus_intricatus,0,,,,,,,,
2021,castagneto_vecchio_12,castagneto,carabus_ granulatus_interstitialis,0,,,,,,,,
2021,castagneto_vecchio_12,castagneto,pseudoophonus_griseus,0,,,,,,,,
2021,castagneto_vecchio_12,castagneto,amara_convexior,0,,,,,,,,
2021,castagneto_vecchio_12,castagneto,harpalus_tardus,0,,,,,,,,
2021,castagneto_vecchio_12,castagneto,harpalus_rufipalpis_rufipalpis,0,,,,,,,,
2021,castagneto_vecchio_12,castagneto,harpalus_harpalus_marginellus,0,,,,,,,,
2021,castagneto_vecchio_12,castagneto,synthomus_truncatellus,0,,,,,,,,
2021,castagneto_vecchio_12,castagneto,metallina_lampros,0,,,,,,,,
2021,castagneto_vecchio_12,castagneto,calathus_rubripes,0,,,,,,,,
2021,castagneto_vecchio_12,castagneto,calosoma_sycophanta,0,,,,,,,,
2021,castagneto_vecchio_12,castagneto,abax_baenningeri,0,,,,,,,,
2021,castagneto_vecchio_12,castagneto,carabus_germarii_fiorii,0,,,,,,,,
2021,castagneto_vecchio_12,castagneto,parophonus_parophonus_maculicornis,0,,,,,,,,
2021,castagneto_vecchio_13,castagneto,calathus_fuscipes_graecus,15,,,,,,,,
2021,castagneto_vecchio_13,castagneto,carabus_problematicus_problematicus,4,,,,,,,,
2021,castagneto_vecchio_13,castagneto,carabus_ convexus_convexus,0,,,,,,,,
2021,castagneto_vecchio_13,castagneto,abax_contractus,0,,,,,,,,
2021,castagneto_vecchio_13,castagneto,cychrus_italicus,0,,,,,,,,
2021,castagneto_vecchio_13,castagneto,harpalus_atratus,0,,,,,,,,
2021,castagneto_vecchio_13,castagneto,pseudoophonus_rufipes,2,,,,,,,,
2021,castagneto_vecchio_13,castagneto,pterostichus_micans,0,,,,,,,,
2021,castagneto_vecchio_13,castagneto,carabus_glabratus_latior,0,,,,,,,,
2021,castagneto_vecchio_13,castagneto,cymindis_cingulata,0,,,,,,,,
2021,castagneto_vecchio_13,castagneto,carabus_intricatus,1,,,,,,,,
2021,castagneto_vecchio_13,castagneto,carabus_ granulatus_interstitialis,0,,,,,,,,
2021,castagneto_vecchio_13,castagneto,pseudoophonus_griseus,0,,,,,,,,
2021,castagneto_vecchio_13,castagneto,amara_convexior,0,,,,,,,,
2021,castagneto_vecchio_13,castagneto,harpalus_tardus,1,,,,,,,,
2021,castagneto_vecchio_13,castagneto,harpalus_rufipalpis_rufipalpis,0,,,,,,,,
2021,castagneto_vecchio_13,castagneto,harpalus_harpalus_marginellus,0,,,,,,,,
2021,castagneto_vecchio_13,castagneto,synthomus_truncatellus,0,,,,,,,,
2021,castagneto_vecchio_13,castagneto,metallina_lampros,1,,,,,,,,
2021,castagneto_vecchio_13,castagneto,calathus_rubripes,0,,,,,,,,
2021,castagneto_vecchio_13,castagneto,calosoma_sycophanta,0,,,,,,,,
2021,castagneto_vecchio_13,castagneto,abax_baenningeri,0,,,,,,,,
2021,castagneto_vecchio_13,castagneto,carabus_germarii_fiorii,0,,,,,,,,
2021,castagneto_vecchio_13,castagneto,parophonus_parophonus_maculicornis,0,,,,,,,,
2021,castagneto_vecchio_14,castagneto,calathus_fuscipes_graecus,0,,,,,,,,
2021,castagneto_vecchio_14,castagneto,carabus_problematicus_problematicus,0,,,,,,,,
2021,castagneto_vecchio_14,castagneto,carabus_ convexus_convexus,1,,,,,,,,
2021,castagneto_vecchio_14,castagneto,abax_contractus,1,,,,,,,,
2021,castagneto_vecchio_14,castagneto,cychrus_italicus,2,,,,,,,,
2021,castagneto_vecchio_14,castagneto,harpalus_atratus,0,,,,,,,,
2021,castagneto_vecchio_14,castagneto,pseudoophonus_rufipes,8,,,,,,,,
2021,castagneto_vecchio_14,castagneto,pterostichus_micans,2,,,,,,,,
2021,castagneto_vecchio_14,castagneto,carabus_glabratus_latior,1,,,,,,,,
2021,castagneto_vecchio_14,castagneto,cymindis_cingulata,0,,,,,,,,
2021,castagneto_vecchio_14,castagneto,carabus_intricatus,0,,,,,,,,
2021,castagneto_vecchio_14,castagneto,carabus_ granulatus_interstitialis,0,,,,,,,,
2021,castagneto_vecchio_14,castagneto,pseudoophonus_griseus,0,,,,,,,,
2021,castagneto_vecchio_14,castagneto,amara_convexior,0,,,,,,,,
2021,castagneto_vecchio_14,castagneto,harpalus_tardus,0,,,,,,,,
2021,castagneto_vecchio_14,castagneto,harpalus_rufipalpis_rufipalpis,0,,,,,,,,
2021,castagneto_vecchio_14,castagneto,harpalus_harpalus_marginellus,0,,,,,,,,
2021,castagneto_vecchio_14,castagneto,synthomus_truncatellus,0,,,,,,,,
2021,castagneto_vecchio_14,castagneto,metallina_lampros,0,,,,,,,,
2021,castagneto_vecchio_14,castagneto,calathus_rubripes,0,,,,,,,,
2021,castagneto_vecchio_14,castagneto,calosoma_sycophanta,0,,,,,,,,
2021,castagneto_vecchio_14,castagneto,abax_baenningeri,1,,,,,,,,
2021,castagneto_vecchio_14,castagneto,carabus_germarii_fiorii,0,,,,,,,,
2021,castagneto_vecchio_14,castagneto,parophonus_parophonus_maculicornis,0,,,,,,,,
